Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Tags
132	Spectrogram 1	1	20601.335576776	20633.498856929	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
133	Spectrogram 1	1	75497.602119593	75541.463375632	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
134	Spectrogram 1	1	12575.186285897	12607.349566050	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
135	Spectrogram 1	1	14328.085054244	14348.761448628	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
136	Spectrogram 1	1	76098.176745491	76132.291055743	25.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
137	Spectrogram 1	1	74805.676883162	74847.913648236	25.600	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
138	Spectrogram 1	1	14089.157830249	14121.321110402	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
139	Spectrogram 1	1	16297.635488194	16327.501391193	26.000	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
140	Spectrogram 1	1	17292.399795788	17331.455207403	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
141	Spectrogram 1	1	14187.945047862	14204.026687939	25.700	26.400	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
142	Spectrogram 1	1	18228.130510530	18251.104282068	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
143	Spectrogram 1	1	63337.060344056	63387.419563952	25.800	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
144	Spectrogram 1	1	17901.204741544	17933.368021698	26.000	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
145	Spectrogram 1	1	5934.823401404	5971.581435865	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
146	Spectrogram 1	1	18662.334792597	18703.687581366	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
147	Spectrogram 1	1	67865.945940239	67909.807196277	25.500	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
148	Spectrogram 1	1	12889.926955967	12933.577121889	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
149	Spectrogram 1	1	68711.842999022	68762.202218919	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
150	Spectrogram 1	1	15084.620350989	15116.783631142	26.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
151	Spectrogram 1	1	12315.582667518	12338.556439056	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
152	Spectrogram 1	1	18526.789540523	18570.439706445	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
153	Spectrogram 1	1	67935.799051707	67968.288870995	25.500	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
154	Spectrogram 1	1	17087.933229100	17124.691263561	25.800	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
155	Spectrogram 1	1	16639.944684110	16685.892227186	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
156	Spectrogram 1	1	17832.283426930	17878.230970006	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
157	Spectrogram 1	1	16419.396477345	16446.965003191	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
158	Spectrogram 1	1	19360.737447352	19408.982367581	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
159	Spectrogram 1	1	19135.594486280	19174.649897894	26.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
160	Spectrogram 1	1	73149.701592240	73188.689375385	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
161	Spectrogram 1	1	73024.615787982	73076.599498842	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
162	Spectrogram 1	1	57185.871780282	57234.606509214	25.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
163	Spectrogram 1	1	67573.537566648	67602.778404007	25.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
164	Spectrogram 1	1	13537.787313338	13581.437479260	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
165	Spectrogram 1	1	15374.089872368	15408.550529675	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
166	Spectrogram 1	1	18731.256107211	18770.311518826	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
167	Spectrogram 1	1	16975.361748564	17014.417160179	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
168	Spectrogram 1	1	66957.855491143	67000.092256217	25.400	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
169	Spectrogram 1	1	12444.235788130	12469.506936822	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
170	Spectrogram 1	1	63062.521371073	63101.509154219	25.500	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
171	Spectrogram 1	1	73359.879924852	73397.243217033	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
172	Spectrogram 1	1	95.844966899	121.836822329	26.000	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
173	Spectrogram 1	1	76158.282911174	76200.519676248	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
174	Spectrogram 1	1	11275.816065225	11310.276722532	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
175	Spectrogram 1	1	16097.763675814	16123.034824505	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
176	Spectrogram 1	1	81585.846398281	81639.454600106	25.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
177	Spectrogram 1	1	17547.408659860	17581.869317167	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
178	Spectrogram 1	1	18090.200179636	18143.039854173	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
179	Spectrogram 1	1	4606.939406509	4629.913178047	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
180	Spectrogram 1	1	64910.231859007	64963.840060832	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
181	Spectrogram 1	1	12616.539074665	12639.512846203	26.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
182	Spectrogram 1	1	12508.562348437	12531.536119974	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
183	Spectrogram 1	1	59848.989770163	59909.095935845	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
184	Spectrogram 1	1	65897.737862151	65935.101154332	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
185	Spectrogram 1	1	19427.361384812	19461.822042119	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
186	Spectrogram 1	1	14252.271608168	14275.245379706	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
187	Spectrogram 1	1	63127.501009649	63177.860229545	25.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
188	Spectrogram 1	1	8742.519284135	8778.258085352	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
189	Spectrogram 1	1	6769.469521378	6813.119687301	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
190	Spectrogram 1	1	14594.580804084	14624.446707084	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
191	Spectrogram 1	1	13666.440433950	13700.901091257	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
192	Spectrogram 1	1	20913.778869692	20948.239526999	25.900	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
193	Spectrogram 1	1	62256.673097153	62300.534353192	25.800	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
194	Spectrogram 1	1	666.041295401	690.408659867	25.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
195	Spectrogram 1	1	72961.260640370	73006.746387373	25.600	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
196	Spectrogram 1	1	6836.093458839	6865.959361838	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
197	Spectrogram 1	1	17359.023733248	17386.592259094	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
198	Spectrogram 1	1	15730.183331206	15762.346611359	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
199	Spectrogram 1	1	16842.113873644	16881.169285258	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
200	Spectrogram 1	1	55177.235931292	55230.844133117	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
201	Spectrogram 1	1	17687.548666241	17735.793586471	25.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
202	Spectrogram 1	1	13229.938774729	13262.102054882	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
203	Spectrogram 1	1	6640.459610132	6668.028135978	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
204	Spectrogram 1	1	74669.219642153	74721.203353013	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
205	Spectrogram 1	1	75138.589616462	75193.822309251	25.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
206	Spectrogram 1	1	68588.381685729	68640.365396589	25.400	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
207	Spectrogram 1	1	63881.929078547	63930.663807478	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
208	Spectrogram 1	1	55115.505274645	55172.362458399	25.000	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
209	Spectrogram 1	1	63198.978612082	63255.835795836	25.700	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
210	Spectrogram 1	1	230.677716944	261.543045267	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
211	Spectrogram 1	1	19245.868589662	19284.924001276	25.900	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
212	Spectrogram 1	1	78898.391946261	78945.502184228	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
213	Spectrogram 1	1	79324.812063753	79362.175355934	25.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
214	Spectrogram 1	1	11349.332134146	11386.090168607	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
215	Spectrogram 1	1	65183.146341025	65240.003524779	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
216	Spectrogram 1	1	6342.975921842	6365.718795344	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
217	Spectrogram 1	1	72894.656510830	72945.015730726	25.800	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
218	Spectrogram 1	1	16711.163375877	16741.029278877	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
219	Spectrogram 1	1	18857.611850670	18905.856770900	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
220	Spectrogram 1	1	74942.026209771	75002.132375453	25.800	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
221	Spectrogram 1	1	19073.565303127	19121.810223357	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
222	Spectrogram 1	1	63272.080705480	63312.692979590	25.800	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
223	Spectrogram 1	1	19487.093190810	19521.553848117	25.900	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
224	Spectrogram 1	1	67999.154199319	68030.019527642	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
225	Spectrogram 1	1	63808.826985149	63860.810696009	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
226	Spectrogram 1	1	17614.032597320	17648.493254627	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
227	Spectrogram 1	1	18802.474798979	18827.745947671	26.100	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
228	Spectrogram 1	1	19298.708264199	19344.655807275	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
229	Spectrogram 1	1	24597.874385373	24644.984623340	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
230	Spectrogram 1	1	64837.129765610	64892.362458399	25.600	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
231	Spectrogram 1	1	68775.198146634	68815.810420744	25.300	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
232	Spectrogram 1	1	66097.550250771	66147.909470668	25.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
233	Spectrogram 1	1	11980.165603063	12014.626260370	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
234	Spectrogram 1	1	75762.394146789	75799.757438970	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
235	Spectrogram 1	1	65592.518064052	65634.754829127	25.700	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
236	Spectrogram 1	1	8664.805673261	8701.907010025	26.100	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
237	Spectrogram 1	1	4904.737934832	4937.227754119	25.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
238	Spectrogram 1	1	7775.720714742	7810.181372049	26.000	26.900	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
239	Spectrogram 1	1	23062.510255265	23101.565666879	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
240	Spectrogram 1	1	79254.958952284	79310.191645073	25.500	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
241	Spectrogram 1	1	63747.096328502	63790.957584541	25.500	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
242	Spectrogram 1	1	4986.856494300	5014.472840694	25.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
243	Spectrogram 1	1	62050.362744675	62095.848491678	25.700	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
244	Spectrogram 1	1	21315.819871607	21373.254300452	25.600	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
245	Spectrogram 1	1	19735.209923421	19771.967957881	25.800	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
246	Spectrogram 1	1	4335.848902361	4365.714805361	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
247	Spectrogram 1	1	66888.002379674	66938.361599570	25.100	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
248	Spectrogram 1	1	78825.289852863	78870.775599866	25.500	26.400	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
249	Spectrogram 1	1	51768.288870995	51821.897072820	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
250	Spectrogram 1	1	73086.346444629	73133.456682596	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
251	Spectrogram 1	1	25234.231286455	25274.843560565	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
252	Spectrogram 1	1	5408.724033184	5440.887313338	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
253	Spectrogram 1	1	59987.071502136	60030.932758175	25.600	26.800	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
254	Spectrogram 1	1	79459.644813797	79511.628524658	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
255	Spectrogram 1	1	21049.324121766	21088.379533381	25.700	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
256	Spectrogram 1	1	65649.375247806	65686.738539987	25.400	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
257	Spectrogram 1	1	74870.656521737	74916.142268740	25.400	26.500	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
258	Spectrogram 1	1	12049.086917677	12074.358066369	25.900	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
259	Spectrogram 1	1	8875.727543215	8898.470416717	25.700	26.700	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
260	Spectrogram 1	1	55253.587006619	55303.946226515	25.600	27.000	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
261	Spectrogram 1	1	7539.168108784	7576.531400965	25.700	26.400	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
262	Spectrogram 1	1	14910.394933062	14931.071327446	25.700	26.600	RR48_2013_D151.wav	/Users/leabo/Documents/02.2 PROGPython/Student_training/ModelPerformanceEvaluation/RR48_2013_D151.wav	ABW
